page,name,brand,link,image,price,old,new,cpu,cpu_brand,ram_capacity,ram_brand,hard_drive_type,hard_drive_capacity,card,card_brand,screen_size,screen_type
Thinkpro,Acer Predator Helios Neo PHN16-72-78DQ NH.QNNSV.00U,Acer,https://thinkpro.vn/laptop/acer-predator-helios-neo-phn16-72-78dq-nhqnnsv00u,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/3/laptop-acer-predator-helios-neo-phn16-72-78dq-nhqnnsv00u-undefined.jpg,46590000,0,1,Intel Core i7-14650HX,Intel,16GB,DDR5,SSD,1,RTX 4060 8GB,RTX,16,FHD
Thinkpro,Acer Predator Helios Neo PHN16-71-547E NH.QLUSV.00A,Acer,https://thinkpro.vn/laptop/acer-predator-helios-neo-phn16-71-547e-nhqlusv00a,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/3/laptop-acer-predator-helios-neo-phn16-71-547e-nhqlusv00a-undefined.jpg,35990000,0,1,Intel Core i5-13500HX,Intel,16GB,DDR5,SSD,512 GB,RTX 4060 8GB,RTX,16,FHD
Thinkpro,Acer Swift Go AI OLED SFG14-73-75YM NX.KSGSV.002,Acer,https://thinkpro.vn/laptop/acer-swift-go-ai-oled-sfg14-73-75ym-nxksgsv002,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/2/laptop-acer-swift-go-ai-oled-sfg14-73-75ym-nxksgsv002-undefined-tsv.jpg,26990000,0,1,Intel Core Ultra 7 155H,Intel,16GB,LPDDR5,SSD,512 GB,Intel Arc Graphics,Intel,14,FHD
Thinkpro,Gaming Acer Nitro V 16 ProPanel ANV16-41-R7EN,Acer,https://thinkpro.vn/laptop/gaming-acer-nitro-v-16-propanel-anv16-41-r7en,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/laptop-gaming-acer-nitro-v-16-propanel-anv16-41-r7en-undefined-Xa5.jpg,25990000,0,1,AMD Ryzen 7 8845HS,AMD,16GB,DDR5,SSD,512 GB,RTX 3050 6GB,RTX,16,FHD
Thinkpro,Asus Gaming ROG Zephyrus G14 GA403UV-QS170W,Asus,https://thinkpro.vn/laptop/asus-gaming-rog-zephyrus-g14-ga403uv-qs170w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/1/laptop-asus-gaming-rog-zephyrus-g14-ga403uv-qs170w-undefined-Rho.jpg,54990000,0,1,AMD Ryzen 9 8945HS,AMD,32GB,LPDDR5X,SSD,1,RTX 4060 8GB,RTX,14,3K
Thinkpro,Lenovo ThinkPad P16s Gen 2,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-p16s-gen-2-21hk004vva,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/12/laptop-lenovo-thinkpad-p16s-gen-2-21hk004vva-undefined-1fs.jpg,19990000,0,1,Intel Core i5 1350P,Intel,16GB,LPDDR5x,SSD,512 GB,Quadro RTX A500 4GB,Quadro,16,FHD
Thinkpro,Acer Predator Helios Neo 16 2024,Acer,https://thinkpro.vn/laptop/acer-predator-helios-neo-16-phn16-72-91rf,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/23/acer-predator-helios-neo-16-2024-undefined.png,35990000,0,1,Intel Core i9 14900HX,Intel,16GB,DDR5,SSD,1,NVIDIA GeForce RTX 4060 8GB GDDR6,NVIDIA,16,FHD
Thinkpro,Asus Vivobook 15 OLED A1505VA-MA469W,Asus,https://thinkpro.vn/laptop/asus-vivobook-15-oled-a1505va-ma469w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-vivobook-15-oled-a1505va-ma469w-undefined-nsW.jpg,22390000,0,1,Intel Core i9-13900H,Intel,16GB,DDR4,SSD,512 GB,Intel Iris Xe Graphics,Intel,15.6,3K
Thinkpro,Asus Vivobook 15 OLED A1505VA-MA468W,Asus,https://thinkpro.vn/laptop/asus-vivobook-15-oled-a1505va-ma468w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-vivobook-15-oled-a1505va-ma468w-undefined-M13.jpg,17790000,0,1,Intel Core i5-13500H,Intel,16GB,DDR4,SSD,512 GB,Intel Iris Xe Graphics,Intel,15.6,3K
Thinkpro,Asus Vivobook 14 OLED A1405ZA-KM264W,Asus,https://thinkpro.vn/laptop/asus-vivobook-14-oled-a1405za-km264w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-vivobook-14-oled-a1405za-km264w-undefined-gD1.jpg,15790000,0,1,Intel Core i5-12500H,Intel,16GB,DDR4,SSD,512 GB,Intel Iris Xe Graphics,Intel,14,3K
Thinkpro,Asus Gaming Vivobook 16X K3605ZU-RP296W,Asus,https://thinkpro.vn/laptop/asus-gaming-vivobook-16x-k3605zu-rp296w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-gaming-vivobook-16x-k3605zu-rp296w-undefined-Lpr.jpg,22990000,0,1,Intel Core i5-12500H,Intel,16GB,DDR4,SSD,512 GB,RTX 4050 6GB,RTX,16,FHD
Thinkpro,ASUS Gaming Vivobook K3605ZF-RP634W,ASUS,https://thinkpro.vn/laptop/asus-gaming-vivobook-k3605zf-rp634w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/23/laptop-asus-gaming-vivobook-k3605zf-rp634w-undefined-AEX.jpg,16990000,0,1,Intel Core i5-12500H,Intel,16GB,DDR4,SSD,512 GB,RTX 2050 4GB,RTX,16,FHD
Thinkpro,Lenovo IdeaPad Slim 3 14IAH8 83EQ0005VN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-3-14iah8-83eq0005vn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/20/laptop-lenovo-ideapad-slim-3-14iah8-83eq0005vn-undefined.jpg,14190000,0,1,Intel Core i5-12450H,Intel,16GB,DDR5,SSD,512 GB,Intel UHD Graphics,Intel,14,FHD
Thinkpro,Lenovo Legion Pro 7 16IRX9H 83DE001NVN,Lenovo,https://thinkpro.vn/laptop/lenovo-legion-pro-7-16irx9h-83de001nvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/21/laptop-lenovo-legion-pro-7-16irx9h-83de001nvn-undefined-f2u.jpg,79990000,0,1,Intel Core i9-14900HX,Intel,32GB,DDR5,SSD,1,RTX 4080 12GB,RTX,16,FHD
Thinkpro,Lenovo Legion 5 16IRX9 83DG0051VN,Lenovo,https://thinkpro.vn/laptop/lenovo-legion-5-16irx9-83dg0051vn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/20/laptop-lenovo-legion-5-16irx9-83dg0051vn-undefined.jpg,39990000,0,1,Intel Core i7-14650HX,Intel,16GB,DDR5,SSD,1,RTX 4060 8GB,RTX,16,FHD
Thinkpro,Lenovo ThinkPad T16 Gen 3 21MN007EVA,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-t16-gen-3-21mn007eva,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/20/laptop-lenovo-thinkpad-t16-gen-3-21mn007eva-undefined.jpg,32990000,0,1,Intel Core Ultra 7 155H,Intel,16GB,DDR5,SSD,512 GB,Intel Arc Graphics,Intel,16,FHD
Thinkpro,Lenovo LOQ 15IRX9 83DV00D5VN,Lenovo,https://thinkpro.vn/laptop/lenovo-loq-15irx9-83dv00d5vn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/20/laptop-lenovo-loq-15irx9-83dv00d5vn-undefined-EFY.jpg,29490000,0,1,Intel Core i7-13650HX,Intel,16GB,DDR5,SSD,512 GB,RTX 4050 6GB,RTX,15.6,FHD
Thinkpro,Lenovo IdeaPad Slim 5 16IMH9 83DC001SVN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-16imh9-83dc001svn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/20/laptop-lenovo-ideapad-slim-5-16imh9-83dc001svn-undefined.jpg,25490000,0,1,Intel Core Ultra 7 155H,Intel,32GB,LPDDR5,SSD,512 GB,Intel Arc Graphics,Intel,16,FHD
Thinkpro,Lenovo IdeaPad Slim 5 16IMH9 83DC001RVN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-16imh9-83dc001rvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/20/laptop-lenovo-ideapad-slim-5-16imh9-83dc001rvn-undefined.jpg,21790000,0,1,Intel Core Ultra 5 125H,Intel,16GB,LPDDR5,SSD,512 GB,Intel Arc Graphics,Intel,16,FHD
Thinkpro,Lenovo IdeaPad Slim 5 15IRU9 83D00003VN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-15iru9-83d00003vn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/20/laptop-lenovo-ideapad-slim-5-15iru9-83d00003vn-undefined-HEW.jpg,19990000,0,1,Intel Core 5 120U,Intel,32GB,LPDDR5x,SSD,512 GB,Intel Graphics,Intel,15.3,FHD
Thinkpro,Lenovo ThinkPad X1 Carbon Gen 13,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-x1-carbon-gen-13,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/28/lenovo-thinkpad-x1-carbon-gen-13-undefined.jpg,78990000,0,1,Intel Core Ultra 7 258V,Intel,32GB,LPDDR5x,SSD,1,Intel Arc Xe2 GPU,Intel,14,3K
Thinkpro,Lenovo ThinkPad X13 GEN 5 21LVS34H00,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-x13-gen-5-21lvs34h00,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkpad-x13-gen-5-21lvs34h00-undefined.jpg,34990000,0,1,Intel Ultra 7 155U,Intel,16GB,LPDDR5x,SSD,512,Intel Arc Graphics,Intel,13.3,FHD
Thinkpro,Lenovo ThinkPad X1 Carbon Gen 12 21KC008MVN,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-x1-carbon-gen-12-21kc008mvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/12/laptop-lenovo-thinkpad-x1-carbon-gen-12-21kc008mvn-undefined.jpg,51990000,0,1,Intel Core Ultra 7 155H,Intel,16GB,LPDDR5x,SSD,512 GB,Intel Arc Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkPad X1 Carbon Gen 12 21KC009NVN,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-x1-carbon-gen-12-21kc009nvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/12/laptop-lenovo-thinkpad-x1-carbon-gen-12-21kc009nvn-undefined.jpg,50490000,0,1,Intel Core Ultra 5 125H,Intel,32GB,LPDDR5x,SSD,1,Intel Arc Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkPad E14 Gen 5 21JK00H4VA,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-e14-gen-5-21jk00h4va,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/11/laptop-lenovo-thinkpad-e14-gen-5-21jk00h4va-undefined.jpg,18990000,0,1,Intel Core i5-13420H,Intel,16GB,DDR4,SSD,512 GB,Intel UHD Graphics,Intel,14,FHD
Thinkpro,Dell Inspiron 16 7640 2 in 1,Dell,https://thinkpro.vn/laptop/dell-inspiron-16-7640-2-in-1,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/10/dell-inspiron-16-7640-2-in-1-undefined.jpg,23490000,0,1,Intel Core Ultra 7 155H,Intel,16GB,LPDDR5X,SSD,1,Intel Arc Graphics,Intel,16,FHD
Thinkpro,ASUS VivoBook 15 M1502YA,ASUS,https://thinkpro.vn/laptop/asus-vivobook-15-m1502ya,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/asus-vivobook-15-m1502ya-thinkpro-892.jpg,14390000,0,1,AMD R7 7730U,AMD,16GB,DDR4,SSD,1,AMD Radeon Graphics,AMD,15.6,FHD
Thinkpro,Lenovo IdeaPad Slim 3 14IAH8 83EQ0004VN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-3-14iah8-83eq0004vn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-lenovo-ideapad-slim-3-14iah8-83eq0004vn-undefined-IvX.jpg,11990000,0,1,Intel Core i5-12450H,Intel,8GB,LPDDR5,SSD,512 GB,Intel UHD Graphics,Intel,14,FHD
Thinkpro,Asus Zenbook S14 OLED UX5406SA-PV140WS,Asus,https://thinkpro.vn/laptop/asus-zenbook-s14-oled-ux5406sa-pv140ws,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-zenbook-s14-oled-ux5406sa-pv140ws-undefined.jpg,44990000,0,1,Intel Core Ultra 7-258V,Intel,32GB,LPDDR5X,SSD,1,Intel Arc Graphics,Intel,14,3K
Thinkpro,ASUS Vivobook S 16 OLED S5606MA-MX051W,ASUS,https://thinkpro.vn/laptop/asus-vivobook-s-16-oled-s5606ma-mx051w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-vivobook-s-16-oled-s5606ma-mx051w-undefined-nvg.jpg,26390000,0,1,Intel Core Ultra 7 155H,Intel,16GB,LPDDR5,SSD,512 GB,Intel Arc Graphics,Intel,16,3.5K
Thinkpro,ASUS Vivobook S 14 OLED S5406MA-PP046WS,ASUS,https://thinkpro.vn/laptop/asus-vivobook-s-14-oled-s5406ma-pp046ws,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-vivobook-s-14-oled-s5406ma-pp046ws-undefined-njV.jpg,24590000,0,1,Core Ultra 5 125H,Core,16GB,LPDDR5,SSD,512 GB,Intel Arc Graphics,Intel,14,3K
Thinkpro,Lenovo ThinkPad P16v Gen 2,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-p16v-gen-2,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/lenovo-thinkpad-p16v-gen-2-undefined.jpg,47990000,0,1,Intel Core Ultra 9 185H,Intel,32GB,DDR5,SSD,1,RTX A3000 8GB,RTX,16,FHD
Thinkpro,Asus Vivobook S 14 OLED M5406WA-PP071WS,Asus,https://thinkpro.vn/laptop/asus-vivobook-s-14-oled-m5406wa-pp071ws,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-vivobook-s-14-oled-m5406wa-pp071ws-undefined.jpg,32990000,0,1,AMD Ryzen AI 9 HX 370,AMD,32GB,LPDDR5X,SSD,1,AMD Radeon Graphics,AMD,14,3K
Thinkpro,Asus Vivobook S 15 S5507QA-MA090WS,Asus,https://thinkpro.vn/laptop/asus-vivobook-s-15-s5507qa-ma090ws,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-vivobook-s-15-s5507qa-ma090ws-undefined-TRT.jpg,33990000,0,1,Snapdragon X Elite X1E 78 100 Processor,Snapdragon,32GB,LPDDR5X,SSD,1,Qualcomm Adreno GPU,Qualcomm,15.6,3K
Thinkpro,ASUS Vivobook 16X OLED K3605ZF-MX631WS,ASUS,https://thinkpro.vn/laptop/asus-vivobook-16x-oled-k3605zf-mx631ws,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-vivobook-16x-oled-k3605zf-mx631ws-undefined-9sG.jpg,20990000,0,1,Intel Core i5-12500H,Intel,16GB,DDR4,SSD,512 GB,RTX 2050 4GB,RTX,16,3.5K
Thinkpro,Asus Vivobook 15 OLED A1505VA-MA492W,Asus,https://thinkpro.vn/laptop/asus-vivobook-15-oled-a1505va-ma492w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-asus-vivobook-15-oled-a1505va-ma492w-undefined-bix.jpg,19790000,0,1,Intel Core i7-13700H,Intel,16GB,DDR4,SSD,512 GB,Intel Iris Xe Graphics,Intel,15.6,3K
Thinkpro,Lenovo ThinkBook 14 G6 IRL 21KG00RDVN,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-14-g6-irl-21kg00rdvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/24/lenovo-thinkbook-14-g6-irl-21kg00rdvn-undefined-TCI.jpg,17990000,0,1,Intel Core i5-13420H,Intel,16GB,DDR5,SSD,512,Intel UHD Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkBook 14 G6 IRL 21KG00RCVN,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-14-g6-irl-21kg00rcvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/24/laptop-lenovo-thinkbook-14-g6-irl-21kg00rcvn-undefined-Gqu.jpg,16990000,0,1,Intel Core i5-13420H,Intel,16GB,DDR5,SSD,512,Intel UHD Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkBook 14 G6 ABP 21KJ005GVN,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-14-g6-abp-21kj005gvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/24/laptop-lenovo-thinkbook-14-g6-abp-21kj005gvn-undefined.jpg,15790000,0,1,AMD Ryzen 5 7530U,AMD,16GB,DDR4,SSD,512,AMD Radeon Graphics,AMD,14,FHD
Thinkpro,Lenovo LOQ 15ARP9 83JC007HVN,Lenovo,https://thinkpro.vn/laptop/lenovo-loq-15arp9-83jc007hvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/24/laptop-lenovo-loq-15arp9-83jc007hvn-undefined.jpg,21490000,0,1,AMD Ryzen 5 7235HS,AMD,12GB,DDR5,SSD,512,RTX 3050 6GB,RTX,15.6,FHD
Thinkpro,Lenovo LOQ 15ARP9 83JC003VVN,Lenovo,https://thinkpro.vn/laptop/lenovo-loq-15arp9-83jc003vvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/24/laptop-lenovo-loq-15arp9-83jc003vvn-undefined.jpg,24990000,0,1,AMD Ryzen 7 7435HS,AMD,12GB,DDR5,SSD,512,RTX 4050 6GB,RTX,15.6,FHD
Thinkpro,Lenovo Legion Slim 5 16IRH8 82YA00BSVN,Lenovo,https://thinkpro.vn/laptop/lenovo-legion-slim-5-16irh8-82ya00bsvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/24/laptop-lenovo-legion-slim-5-16irh8-82ya00bsvn-undefined.jpg,29990000,0,1,Intel Core i5-13500H,Intel,16GB,DDR5,SSD,512,RTX 4050 6GB,RTX,16,FHD
Thinkpro,Acer Gaming Nitro V 15 ProPanel ANV15-41-R7AP,Acer,https://thinkpro.vn/laptop/acer-gaming-nitro-v-15-propanel-anv15-41-r7ap,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/24/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r7ap-undefined-e1N.jpg,20990000,0,1,AMD Ryzen 5 7535HS,AMD,16GB,DDR5,SSD,512 GB,RTX 2050 4GB,RTX,15.6,FHD
Thinkpro,Lenovo IdeaPad Slim 3 15ABR8 82XM00EHVN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-3-15abr8-82xm00ehvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/24/laptop-lenovo-ideapad-slim-3-15abr8-82xm00ehvn-undefined-sUV.jpg,14790000,0,1,AMD Ryzen 7 7730U,AMD,16GB,DDR4,SSD,512,AMD Radeon Graphics,AMD,15.6,FHD
Thinkpro,Lenovo IdeaPad Slim 5 14IAH8 83BF002NVN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-14iah8-83bf002nvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/24/laptop-lenovo-ideapad-slim-5-14iah8-83bf002nvn-undefined-dW1.jpg,15590000,0,1,Intel Core i5-12450H,Intel,16GB,LPDDR5,SSD,512 GB,Intel UHD Graphics,Intel,14,FHD
Thinkpro,Lenovo IdeaPad Slim 3 14IAH8 83EQ0009VN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-3-14iah8-83eq0009vn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/23/laptop-lenovo-ideapad-slim-3-14iah8-83eq0009vn-undefined-Gsk.jpg,14990000,0,1,Intel Core i5-12450H,Intel,16GB,LPDDR5,SSD,1,Intel UHD Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkPad X1 Carbon Gen 12 21KCS1BL00,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-x1-carbon-gen-12-21kcs1bl00,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkpad-x1-carbon-gen-12-21kcs1bl00-undefined.jpg,51990000,0,1,Intel Core Ultra 7 155H,Intel,32GB,LPDDR5x,SSD,1024,Intel Arc Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkPad X1 Carbon Gen 12 21KC008NVN,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-x1-carbon-gen-12-21kc008nvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkpad-x1-carbon-gen-12-21kc008nvn-undefined.jpg,55990000,0,1,Intel Core Ultra 7 155H,Intel,32GB,LPDDR5x,SSD,1024,Intel Arc Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkPad T16 G3 21MN0078VA,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-t16-g3-21mn0078va,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkpad-t16-g3-21mn0078va-undefined.jpg,27990000,0,1,Intel Core Ultra 5 125H,Intel,16GB,DDR5,SSD,512,Intel Iris Xe Graphics,Intel,16,FHD
Thinkpro,Lenovo ThinkPad T14 Gen 5 21ML007BVA,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-t14-gen-5-21ml007bva,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkpad-t14-gen-5-21ml007bva-undefined-yYq.jpg,33290000,0,1,Intel Core Ultra 7 155U,Intel,16GB,DDR5,SSD,512,Intel Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkPad T14 Gen 5 21ML007EVA,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-t14-gen-5-21ml007eva,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkpad-t14-gen-5-21ml007eva-undefined-O6C.jpg,33490000,0,1,Intel Core Ultra 7-155H,Intel,16GB,DDR5,SSD,512,Intel Arc Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkPad T14 Gen 5 21MLS00M00,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-t14-gen-5-21mls00m00,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkpad-t14-gen-5-21mls00m00-undefined-bCl.jpg,28490000,0,1,Intel Core Ultra 5 125U,Intel,16GB,DDR5,SSD,512,Intel Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkBook 16 G6 IRL 21KH00Q0VN,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-16-g6-irl-21kh00q0vn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkbook-16-g6-irl-21kh00q0vn-undefined.jpg,17190000,0,1,Intel Core i5-13420H,Intel,16GB,DDR5,SSD,512,Intel UHD Graphics,Intel,16,FHD
Thinkpro,Lenovo ThinkBook 16 G6 ABP 21KK0060VN,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-16-g6-abp-21kk0060vn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkbook-16-g6-abp-21kk0060vn-undefined.jpg,20990000,0,1,AMD Ryzen 7-7730U,AMD,32GB,DDR4,SSD,1024,AMD Radeon Graphics,AMD,16,FHD
